channel,channel_id,channel_url,datePublished,description,dislikes,duration,genre,id,key,likes,recommendations,title,uploadDate,views,channelDescription,viewCount,commentCount,subscriberCount,hiddenSubscriberCount,videoCount
Al Jazeera English,UCNye-wNBqNL5ZzHSJj3l8Bg,/channel/UCNye-wNBqNL5ZzHSJj3l8Bg,2020-04-06,The global economy is shutting down because of COVID-19. Many millions of people are without work and struggling.  What makes this collapse different? And what will it take to recover? Start Here explains.- Subscribe to our channel: http://aje.io/AJSubscribe - Follow us on Twitter: https://twitter.com/AJEnglish - Find us on Facebook: https://www.facebook.com/aljazeera - Check our website: https://www.aljazeera.com/#Coronavirus #Economy #StartHere,329,PT9M55S,News & Politics,94wGHRDHyHo,3423,"7,036",20,How will the global economy ever recover from the coronavirus? | Start Here,2020-04-06,399014,"#AlJazeeraEnglish, we focus on people and events that affect people's lives. We bring topics to light that often go under-reported, listening to all sides of the story and giving a 'voice to the voiceless.'

Reaching more than 282 million households in over 140 countries across the globe, our viewers trust #AlJazeeraEnglish to keep them informed, inspired, and entertained.

Our impartial, fact-based reporting wins worldwide praise and respect. It is our unique brand of #journalism that the world has come to rely on.

We are reshaping global media and constantly working to strengthen our reputation as one of the world's most respected #news and #CurrentAffairs channels.",1799708305,0,5110000,False,85727
Cathy Stratoti,UCwAICpjrRGexABI1IKxGwbg,/channel/UCwAICpjrRGexABI1IKxGwbg,2018-09-14,"Video from Elton John in Philadelphia on 9/12/18 as part of his ""Farewell Yellow Brick Road Tour"". Second half of concert. Contains some full songs and some snippets. Forgive any video issues. I was zoomed in and people dancing all around me. Meant for fun. Enjoy!",19,PT39M41S,Music,MLChuvRB-TA,1241,251,17,"Elton John - Philadelphia, September 12, 2018 - Part 2",2018-09-14,51652,,1202419,0,1650,False,350
Fox News,UCXIJgqnII2ZOINSWNOGFThA,/channel/UCXIJgqnII2ZOINSWNOGFThA,2020-04-28,"Big technology companies are using the COVID-19 tragedy to increase their power over the American population. #FoxNews #TuckerFOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most-watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre. Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha MacCallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","2,241",PT14M57S,News & Politics,sPrbGU0Wyh4,321,"65,729",20,Tucker: Big Tech censors dissent over coronavirus lockdowns,2020-04-28,1767987,"FOX News Channel (FNC) is a 24-hour all-encompassing news service dedicated to delivering breaking news as well as political and business news. A top cable network in both total viewers and Adults 25-54, FNC has been the most-watched news channel in the country for almost two decades and according to Public Policy Polling is the most trusted television news source in the country. FNC is available in more than 89 million homes and dominates the cable news landscape, routinely notching 12 of the top 15 programs in the genre.",4223231321,0,4950000,False,64122
Nicki Swift,UC1DGpYiEiqBrQtYXFbLhMVQ,/channel/UC1DGpYiEiqBrQtYXFbLhMVQ,2019-05-18,"The only child of Donald and Melania Trump, 13-year-old Barron Trump has mostly eluded the media. Except, of course, when he's caught being a kid on national TV. So what exactly is life like for the youngest of the Trump brood? Here's the truth about Barron Trump. As one might expect from a child born into a billion-dollar business family, Barron Trump has been dressing for success pretty much his entire life. He even wore a suit to the launch of his half-sister Ivanka's book when he was only three-and-a-half years old, according to People magazine. His mom, Melania told ABC News in 2013,""He's not a sweatpants child. He doesn't mind putting on [a suit], but not every day, and he likes to dress up in a tie sometimes like Daddy."" But that's not to say that Barron doesn't enjoy a little comfort, like the rest of us. In fact, he sometimes pairs his prep school uniform with customized New Balance sneakers that reportedly cost $149, according to Footwear News. But he won't be showing off his kicks on his Instagram.Watch the video for more about the truth about Donald Trump's youngest child!#BaronTrump #DonaldTrump #TrumpFamilySuits over sweatpants | 0:15Moisturizing with caviar | 0:59Living like a king | 1:29Getting schooled | 2:47","1,468",PT4M35S,Entertainment,RUrlLQp-ldg,6231,"9,247",20,The Truth About Donald Trump's Youngest Child,2019-05-18,1559955,"Plenty of entertainment brands tackle Hollywood, but Nicki Swift stands apart in style and smarts. Spending time with us is like hanging out with a friend who keeps the conversation clever, quick, and classy. We dish out the good stuff on all your favorite celebs, add expert analysis, then move on to the next hot topic, all without breaking a sweat.",1743512500,0,2440000,False,2197
Rock Collection,UCqvXb6W63PEntAoWryD6hlw,/channel/UCqvXb6W63PEntAoWryD6hlw,2018-11-22,"Best Rock Ballads 80's, 90's - The Greatest Rock Ballads Of All Time | Elton John Best Songs 2020Thanks for watching. If you like video please ""SUBSCRIBE"" - ""LIKE"" - ""SHARE"" -""COMMENT""►See More : 🍑https://www.youtube.com/watch?v=671hM...     🍑https://www.youtube.com/watch?v=7BG9a...","2,036",PT80M47S,Entertainment,y_d5vQrpsXc,1244,"21,340",17,"Best Rock Ballads 80's, 90's - The Greatest Rock Ballads Of All Time | Elton John Best Songs 2020",2018-11-22,3843031,I love music,6406475,0,26500,False,121
Sky News,UCoMdktPbSTixAyNGwb-UYkQ,/channel/UCoMdktPbSTixAyNGwb-UYkQ,2019-11-02,"Today's top stories: An NHS contact-tracing app aimed at limiting the future spread of coronavirus will be trialled on the Isle of Wight this week and Boris Johnson says his health deteriorated so badly after contracting coronavirus that a strategy was drawn up in case he died.In other news, North Korea and South Korea have exchanged gunfire around a southern guard post - the first time there has been gunfire at the border since 2017. 🔴 NHS contact-tracing app to be trialled on Isle of Wight this week https://trib.al/8pvTm9Z🔴 Boris Johnson says 'arrangements' were being made in case he died https://trib.al/0Q2Tz1a🔴 North Korea and South Korea exchange gunfire in Demilitarised Zone https://trib.al/qiDMNmr#SkyNewsLive #Coronavirus #COVID19 #NHSSUBSCRIBE to our YouTube channel for more videos: http://www.youtube.com/skynews Follow us on Twitter: https://twitter.com/skynews and https://twitter.com/skynewsbreak Like us on Facebook: https://www.facebook.com/skynews Follow us on Instagram: https://www.instagram.com/skynews Sky News videos are now available in Spanish here/Los video de Sky News están disponibles en español aquí https://www.youtube.com/skynewsespanol For more content go to http://news.sky.com and download our apps:  Apple https://itunes.apple.com/gb/app/sky-n... Android https://play.google.com/store/apps/de...","33,766",PT0M0S,News & Politics,9Auq9mYxFEE,523,"168,385",20,Watch Sky News live,2019-11-02,88843560,"The best of Sky News video from the UK and around the world.

Sky News is now available in Spanish/Los video de Sky News están disponibles en español aquí: https://www.youtube.com/channel/UCzG5BnqHO8oNlrPDW9CYJog",958881653,0,2310000,False,13168
MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,/channel/UCaXkIU1QidjPwiAYu6GcHjg,2019-08-21,"Dr. Lance Dodes, one of the first mental health professionals who questioned Donald Trump's stability, discusses with Lawrence O'Donnell how Trump has devolved since the beginning of his presidency.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcPsychiatrist On ‘The Essential Emptiness Of President Donald Trump’ | The Last Word | MSNBC","2,578",PT9M11S,News & Politics,0B4nS1-ScYw,1441,"29,110",20,Psychiatrist On ‘The Essential Emptiness Of President Donald Trump’ | The Last Word | MSNBC,2019-08-21,2716826,"The official MSNBC YouTube Channel. MSNBC  is the premier destination for in-depth analysis of daily headlines, insightful political commentary and informed perspectives. Reaching more than 95 million households worldwide, MSNBC  offers a full schedule of live news coverage, political opinions and award-winning documentary programming -- 24 hours a day, 7 days a week.

Sign up for newsletters!: MSNBC.com/NewslettersYouTube",3390298541,0,2940000,False,29099
The Economist,UC0p5jTq6Xx_DosDFxVXnWaQ,/channel/UC0p5jTq6Xx_DosDFxVXnWaQ,2019-01-16,"The world of work will be radically different in the future. From hyper-surveillance of staff to digital nomadism to robots taking jobs—how, where and why we work is changing beyond all recognition.Click here to subscribe to The Economist on YouTube: https://econ.st/2xvTKdy This is the workforce of the future. Technology is transforming the world of work beyond all recognition creating groundbreaking opportunities. But it's also eroding the rights of workers. Some even fear a dystopian jobless future. But are these anxieties overblown? How we react to this brave new world of work today will shape societies for generations to come.What are the forces shaping how people live and work and how power is wielded in the modern age?  NOW AND NEXT reveals the pressures, the plans and the likely tipping points for enduring global change.  Understand what is really transforming the world today – and discover what may lie in store tomorrow.For more from Economist Films visit: http://films.economist.com/ Check out The Economist’s full video catalogue: http://econ.st/20IehQk Like The Economist on Facebook: https://www.facebook.com/TheEconomist/ Follow The Economist on Twitter: https://twitter.com/theeconomist Follow us on Instagram: https://www.instagram.com/theeconomist/ Follow us on Medium: https://medium.com/@the_economist",242,PT19M3S,News & Politics,gUc5oN_ffRo,3431,"7,297",20,The future of work: is your job safe? | The Economist,2019-01-16,453937,"Every Thursday The Economist posts videos that give authoritative insight and opinion on international news, politics, business, finance, science, technology and the connections between them.

We're also producing full films such as The Disrupters, an original series exploring how major industries—from music and cars to hospitality—are currently being disrupted by the latest wave of digital innovation. As well as enjoying privileged access into the world biggest tech start ups we show how industry giants respond when faced with such tech-driven innovation—do they adapt—or die?

Subscribe to our channel to be among the first to see the new films in the series when we post them.",136017831,0,1300000,False,1865
LastWeekTonight,UC3XTzVzaHQEd30rQbuvCtTQ,/channel/UC3XTzVzaHQEd30rQbuvCtTQ,2018-02-18,"America's reputation is being damaged by its own president. John Oliver, several dinosaurs, and the NYC Gay Men's Chorus remind the world that our country is...complicated.Connect with Last Week Tonight online...Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonightFind Last Week Tonight on Facebook like your mom would: http://Facebook.com/LastWeekTonightFollow us on Twitter for news about jokes and jokes about news: http://Twitter.com/LastWeekTonightVisit our official site for all that other stuff at once: http://www.hbo.com/lastweektonight","17,316",PT19M15S,Entertainment,QCjk_NPsIqU,1132,"227,273",20,Trump vs. The World: Last Week Tonight with John Oliver (HBO),2018-02-18,14594142,"Breaking news on a weekly basis. Sundays at 11PM - only on HBO.
Subscribe to the Last Week Tonight channel for the latest videos from John Oliver and the LWT team.",2456340513,0,7940000,False,304
ChessNetwork,UCCDOQrpqLqKVcTCKzqarxLg,/channel/UCCDOQrpqLqKVcTCKzqarxLg,2018-06-22,"The is the 2nd of a 2-game exhibition match played at the Manhattan Chess Club New York, 1957 between 14-year-old talent Bobby Fischer, and Max Euwe, the 5th World Chess Champion. This game went unpublished for over 50 years until Frank Brady unearthed Fischer's score sheet of it. Unlike the first game between Euwe and Fischer, this one was a closely contested fight which reached the final phase. Fischer had white, opening with the Ruy Lopez, and in reply Euwe selected an open system. Despite this open choice by Euwe, the game proceeded positionally, where imbalances in material and minor pieces soon surfaced. The game saw Fischer in the driver's seat at the early to mid-game stage, but the Euwe found a way to fight back some in the final phase. What resulted in the end, was a surprise.PGN:1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6 9.c3 Be7 10.Nbd2 0-0 11.Qe2 Nc5 12.Nd4 Nxb3 13.N2xb3 Qd7 14.Nxc6 Qxc6 15.Be3 Qc4 16.Qd2 c5 17.Na5 Qh4 18.Nc6 Rfe8 19.g3 Qh5 20.Nxe7+ Rxe7 21.Bxc5 Rc7 22.Bd4 Bg4 23.f4 Rc6 24.a4 bxa4 25.Rxa4 Rh6 26.Qf2 Bf5 27.Rfa1 Rc8 28.Rb4 Rg6 29.Rb6 Rxb6 30.Bxb6 Qg4 31.Bd4 h5! 32.Rf1 Bd3 33.Re1 Rc6 34.Re3 Be4 35.Qe2 Qf5 36.Kf2 h4 37.Ke1 hxg3 38.hxg3 Rh6 39.Kd2 Bb1 40.Rf3 Rh1 41.Rf1Internet Chess Club (ICC)Software: Blitzinhttp://bit.ly/179O93NDiscount Code: CHESSNETWORKI'm a self-taught National Master in chess out of Pennsylvania, USA who was introduced to the game by my father in 1988 at the age of 8. The purpose of this channel is to share my knowledge of chess to help others improve their game. I enjoy continuing to improve my understanding of this great game, albeit slowly. Consider subscribing here on YouTube for frequent content, and/or connecting via any or all of the below social medias. Your support is greatly appreciated. Take care, bye. :D★ LIVESTREAM http://twitch.tv/ChessNetwork★ FACEBOOK http://facebook.com/ChessNetwork★ TWITTER http://twitter.com/ChessNetwork★ GOOGLE+ http://google.com/+ChessNetwork★ PATREON https://www.patreon.com/ChessNetwork★ DONATE https://www.paypal.com/cgi-bin/webscr...",187,PT17M25S,Education,AL1-Xd2HTWU,4314,"4,322",19,"14-year-old Bobby Fischer vs Dr. Max Euwe | The ""Unpublished"" Game | 1957",2018-06-22,399443,"I'm a self-taught National Master in chess out of Pennsylvania, USA who learned how to play from my father in 1988 at the age of 8. The purpose of this channel is to share my knowledge of chess to help others improve their game. I enjoy continuing to improve my understanding of this great game, albeit slowly. Consider subscribing here on YouTube for frequent chess content.
-Jerry",99895979,0,407000,False,1460
Elton John,UCI8Ry7NdFNLel-S8dWU7mDA,/channel/UCcd0tBtip8YzdTCUw3OVv_Q,2018-01-24,"Watch the announcement event for Elton's last ever tour, """"Farewell Yellow Brick Road"""". Supported by YouTube, for the best viewing experience watch with your phone, Google Cardboard or Google Daydream for VR180. On desktop, use the latest version of Chrome, Opera, or MS Edge. Get Farewell Yellow Brick Road tour tickets at: https://www.eltonjohn.comVR180 instructions: http://bit.ly/GoogleVRinfo Explore the music of Elton John: https://eltonjohn.lnk.to/essentialsIDBuy Diamonds 2CD: https://eltonjohn.lnk.to/DiamondsIDBuy Diamonds Deluxe Boxset: https://eltonjohn.lnk.to/DiamondsDelu...Buy Diamonds Vinyl: https://eltonjohn.lnk.to/DiamondsVinylIDWatch more Elton videos: https://eltonjohn.lnk.to/EJvideosVDSubscribe to Elton channel: http://bit.ly/EltonYTSubscribeFollow Elton John on...Facebook: https://eltonjohn.lnk.to/facebookYTTwitter: https://eltonjohn.lnk.to/twitterYTInstagram: https://eltonjohn.lnk.to/instaYTOfficial Website: http://www.eltonjohn.comNewsletter: http://www.eltonjohn.com/info/mailing...",851,PT26M21S,Music,9r6NI9m_IxM,124,"10,624",17,Elton John - Farewell Yellow Brick Road Tour: The Launch (VR180),2018-01-24,1808242,"Elton John’s record stands for itself with worldwide sales of over 300 million & 58 Billboard Top 40 singles in the United States. He has written the music for the stage and screen successes Billy Elliot: The Musical, Elton John & Tim Rice’s Aida & Disney’s The Lion King. A tireless live performer, Elton has over 4,000 performances in more than 80 countries to his credit. He has collected 12 Ivor Novello Awards, six Grammys, two Brits, an Oscar and a Tony. He has been inducted into the Rock and Roll Hall of Fame, The Songwriters Hall of Fame and received a knighthood from HM Queen Elizabeth II in 1998. He is a tireless charitable campaigner and philanthropist. 2017 marks the 50th anniversary of Elton’s phenomenal songwriting partnership with Bernie Taupin and has also seen Gucci unveil their spring summer 2018 collection, inspired by Elton’s inimitable style. 2017 also saw Elton appear as himself in Kingsman: The Golden Circle. Sir Elton John is an undisputed pop culture legend.",940438411,0,559000,False,118
Tom Bilyeu,UCnYMOamNKLGVlJgRUbamveA,/channel/UCnYMOamNKLGVlJgRUbamveA,2019-11-19,"This episode is brought to you by: Audible. For a free 30-day trial and your 1st audio book free, go to https://audible.com/impacttheory or text 'impacttheory' to 500500.Check out Impact Theory University at: http://bit.ly/ImpactTheoryUniversityYTHe may be the world’s most famous astrophysicist, and he is best known for his ability to communicate complex scientific concepts. But on this episode of Impact Theory with Tom Bilyeu, Neil deGrasse Tyson shows that his prodigious intellect can take on an incredibly wide range of topics. He shares his family history, his ideas about education and religion, and his beliefs about how we can get along better with those who are different from us. Along the way, he gives some brilliant and unusual parenting advice, describes the best way to deal with haters and microaggressions, and describes his process for learning new things.SHOW NOTES:Neil reminisces about being named the world’s sexiest astrophysicist [3:21]Neil remembers the best lessons his father taught him [5:00]Neil advocates pluralism, celebrating differences instead of aggravating them [10:10]Neil explains how to convert microaggressions into enthusiasm [13:26]Neil discusses how his father taught him to be effective instead of being right [18:23]Neil explains that he is driven by duty, not ambition [22:15]Neil advocates that we create meaning in life, we don’t find it [27:49]Neil shares some unique parenting advice [30:14]Neil describes in great detail his process for learning new things [36:48]Neil advocates the importance of seeking disconfirming evidence [43:23]Neil wants you to learn what science is, and how it works [44:41]Neil makes a surprising statement about the impact he wants to have [47:13]QUOTES:“It’s not enough to be right. You have to be effective.” [18 29]“You have the power to create meaning in your life, rather than passively looking for it.” [28:32]“I can tell you this. If Einstein were here, and we’re talking with Einstein, we could talk with him for hours and hours. And you know what question would never come out of our mouths? ‘What college did you go to?” [34:05]FOLLOW NEIL:INSTAGRAM: https://bit.ly/2X4Q6jPFACEBOOK: https://bit.ly/32zr9hHTWITTER: https://bit.ly/2QaJtegBOOKS MENTIONED IN THIS EPISODE:Letters from an Astrophysicist https://amzn.to/36VTWQR [3:05]IMPACT THEORY MERCHANDISE: Check out Impact Theory's Merch Shop: http://bit.ly/ImpactTheoryShop",200,PT52M7S,Education,Tv0kQbOIrjY,333,"7,482",20,This is Exactly How You Should NOT Raise Your Kids! | Neil deGrasse Tyson on Impact Theory,2019-11-19,248726,"Welcome to my channel! I'm Tom Bilyeu and my goal with this YouTube channel is to introduce you to the people and ideas that will help you actually execute on your dreams. You will learn how to level up your mindset, develop leadership skills in business and in your personal life, and learn how to live to your full potential. 

I drop weekly dose of inspiration every Tuesday and Thursday. 
-On Tuesdays, I have a long-format interview, Impact Theory, with elite entrepreneurs, athletes, and more.
-On Thursdays, I release Health Theory, where I interview the top health experts in their respective field and share those findings with you! Educational videos on ways to optimize your health!

Subscribe to this channel if you want to keep up to date with our content! 

Follow me on Instagram at www.instagram.com/tombilyeu",98462506,0,1530000,False,645
iChess.net,UCbGqFyaftbTli5SWXMXo5hQ,/channel/UCbGqFyaftbTli5SWXMXo5hQ,2012-09-12,"Wish you could have made Garry Kasparov sweat at 13 years old like Magnus Carlsen? 🤔 Then signup today for GM Damian Lemos' FREE rapid improvement masterclass that will give you the most ELO gain in the shortest amount of time! ► https://www.ichess.net/Carlsen vs Kasparov, who will win? Carlsen opens with 1. d4 and Kasparov responds with a weird sideline of the Slav Defense on 6. ...Qa5 - most likely trying to take Carlsen out of his comfort zone and into an opening he had not studied extensively. Carlsen responds very logically with 7. Nd2 and 8. Qc2, calmly defending the important d4 square and breaking the pin on the c3 knight. With 9. ...e5!? Kasparov aims to immediately sharpen play, however Carlsen refuses to be baited into uncharted waters and calmly plays 10. 0-0. Kasparov's 11. ...Qb6 seems to be inaccurate as just 3 moves later he plays 14. ...Qc7 - making room for his d7 knight to maneuver to b6. Extreme complications ensue and Kasparov is forced to embark on a very awkward maneuver to avoid material loss, leading to a strong initiative for Carlsen after 23. Qc5 Rd8 24. d5! - introducing extreme pressure against Kasparov's badly coordinated and developed pieces. Carlsen's position looked nearly winning after 29. Rfe1, although after Kasparov 29. ...Bb7, it became apparent that if white played 30. Nxa5, black could sacrifice his bishop with 30. ...Bxg2 - leading to a very advantageous position for black. Instead of 29. Rfe1, Carlsen could have played 29. Bc7 which would led to a winning endgame for white as he would capture the a5 pawn and have 2 extra, connected passed pawns. However, after 29. Rfe1 Bb7 - Carlsen was forced to play 30. Nd4, essentially leading to a drawn endgame which Kasparov was easily able to hold - leading to a draw being agreed after 52. Bf2Watch Kasparov vs Carlsen go at it, after all Magnus Carlsen loses rarely. This video will teach you a great opening for white as well as the semi-slav and slav defense basics.► More on the Slav Defense: https://www.ichess.net/blog/slav-defense► Corresponding article from this video: https://www.ichess.net/blog/kasparov-...►Is Carlsen the Best Chess Player Ever? https://www.ichess.net/blog/best-ches...► Come checkout the iChess.net shop, we have the world’s largest collection of chess videos and chess courses: https://ichs.co/iChessShop**********   Other Videos from iChess    **********  ► Subscribe to our main Youtube Channel: https://ichs.co/iChSubscribe► Check out award winning Master Method video series: https://ichs.co/MasterMethod► Checkout our most recent video: https://ichs.co/latest-chess-video********** FOLLOW US ON SOCIAL: ***********Facebook:https://ichs.co/iChessFBTwitter:https://ichs.co/iChessTwitterYouTube: https://ichs.co/iChSubscribe********** Our Other YouTube Channels ***********iChess Ch 2: https://ichs.co/iChess2iChess en español: https://ichs.co/iChessESP","1,433",PT18M2S,Education,_HViUEm3VGk,4344,"8,009",19,Magnus Carlsen Beats Kasparov's Slav Defense 😱 ... Almost (Magnus Carlsen vs Garry Kasparov),2012-09-12,2279842,"iChess is the home of the largest FREE chess video collection of Grandmaster and master content on the internet! The best chess players and coaches in the world have got you covered with expert lessons covering everything from chess openings to tactics and strategy, chess history and game analysis. Whatever your skill level, you'll find the chess training you are looking for.

Want great chess tips in your inbox? Take GM Damian Lemos' FREE Rapid Chess Improvement Masterclass - sign up at https://ichs.co/2zesYoS",33794762,0,145000,False,1131
