"","binary","title","description","channel","id"
"184",0,"PBS NewsHour full episode, June 11, 2020","Thursday on the NewsHour, the top U.S. military officer apologizes for joining President Trump in a controversial June 1 photo op amid protests in Washington, D.C. Plus: Unemployment in America, protests against racism extend beyond the U.S., the struggles of black-owned businesses, dealing with addiction during the pandemic, strengthening American democracy and community in New York’s Chinatown.Support your local PBS station here: https://pbs.org/donateWATCH TODAY’S SEGMENTSHow Gen. Mark Milley became a 'prop' during Trump photo ophttps://www.youtube.com/watch?v=wI-W8...News Wrap: COVID-19 cases continue to surge in Brazil, Indiahttps://www.youtube.com/watch?v=fvlxh...What latest jobs numbers say about a U.S. economic recoveryhttps://www.youtube.com/watch?v=fuSj_...George Floyd catalyzes global movement for racial justicehttps://www.youtube.com/watch?v=fwof9...Pandemic highlights hardships black business owners facehttps://www.youtube.com/watch?v=r3B5n...How Americans' drinking habits have changed during pandemichttps://www.youtube.com/watch?v=ArHTQ...Policy recommendations to strengthen American democracyhttps://www.youtube.com/watch?v=o4TBt...A Brief But Spectacular take on the Chinatown Block Watchhttps://www.youtube.com/watch?v=OdmsB...Stream your PBS favorites with the PBS app: https://to.pbs.org/2Jb8twGFind more from PBS NewsHour at https://www.pbs.org/newshourSubscribe to our YouTube channel: https://bit.ly/2HfsCD6Follow us:Facebook: http://www.pbs.org/newshourTwitter: http://www.twitter.com/newshourInstagram: http://www.instagram.com/newshourSnapchat: @pbsnewsSubscribe:PBS NewsHour podcasts: https://www.pbs.org/newshour/podcastsNewsletters: https://www.pbs.org/newshour/subscribe","PBS News Hour","LT3XJ_X8MTU"
"185",0,"Why It’s So Hard To Get Mental Health Care | Patriot Act with Hasan Minhaj | Netflix","This episode of Patriot Act includes the topics of mental illness, self-harm, and suicide.Mental health is finally having a moment in the national conversation, but insurance companies, like Blue Cross and UnitedHealth, are finding ways to deny mental health treatment to thousands of patients. Hasan talks about his own experience with mental health therapy and shines a spotlight on the fight to bridge the disparity in treatment between mental and physical health.Watch Patriot Act with Hasan Minhaj on Netflix:https://www.netflix.com/title/80239931#Netflix #PatriotAct #HasanMinhajSubscribe: https://bit.ly/2OHQXpOAbout Patriot Act with Hasan Minhaj:New episodes, new topics, every Sunday - only on Netflix. Hasan Minhaj brings an incisive and nuanced perspective to global news, politics, and culture in his unique comedy series. Subscribe to the Patriot Act channel now to stay up to date with episode clips and original content from Hasan and the Patriot Act team.About NetflixNetflix is the world's leading internet entertainment service with over 151 million paid memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.Connect with Patriot Act with Hasan Minhaj Online:Visit Patriot Act with Hasan Minhaj WEBSITE: https://bit.ly/2JbZISSLike Patriot Act with Hasan Minhaj on FACEBOOK: https://bit.ly/2R5RAWYFollow Patriot Act with Hasan Minhaj on TWITTER: https://bit.ly/2CWqPkNFollow Patriot Act with Hasan Minhaj on INSTAGRAM: https://bit.ly/2OH80Ir","Patriot Act","1tEuU_1ZGSY"
"186",0,"Trump's Worst Policy: Killing Asylum | Patriot Act with Hasan Minhaj | Netflix","As record numbers of migrants flee perilous conditions in Central America’s Northern Triangle, Hasan looks at all the unscrupulous ways the Trump Administration is trying to block them from seeking asylum in the United States.Watch Patriot Act with Hasan Minhaj on Netflix:https://www.netflix.com/title/80239931#Netflix #PatriotAct #HasanMinhajSubscribe: https://bit.ly/2OHQXpOAbout Patriot Act with Hasan Minhaj:New episodes, new topics, every Sunday - only on Netflix. Hasan Minhaj brings an incisive and nuanced perspective to global news, politics, and culture in his unique comedy series. Subscribe to the Patriot Act channel now to stay up to date with episode clips and original content from Hasan and the Patriot Act team.About NetflixNetflix is the world's leading internet entertainment service with over 151 million paid memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.Connect with Patriot Act with Hasan Minhaj Online:Visit Patriot Act with Hasan Minhaj WEBSITE: https://bit.ly/2JbZISSLike Patriot Act with Hasan Minhaj on FACEBOOK: https://bit.ly/2R5RAWYFollow Patriot Act with Hasan Minhaj on TWITTER: https://bit.ly/2CWqPkNFollow Patriot Act with Hasan Minhaj on INSTAGRAM: https://bit.ly/2OH80Ir","Patriot Act","1PWpNIxk6Wc"
"187",0,"Why We Can’t Retire | Patriot Act with Hasan Minhaj | Netflix","America's largest generation is growing older, yet retiring seems more difficult than ever before. Hasan examines the policies that have made retirement an issue in America, and sits down with Senator Bernie Sanders to discuss the challenges young people will face as the elderly population in the U.S. skyrockets over the next few decades.Watch Patriot Act with Hasan Minhaj on Netflix:https://www.netflix.com/title/80239931#Netflix #PatriotAct #HasanMinhajSubscribe: https://bit.ly/2OHQXpOAbout Patriot Act with Hasan Minhaj:New episodes, new topics, every Sunday - only on Netflix. Hasan Minhaj brings an incisive and nuanced perspective to global news, politics, and culture in his unique comedy series. Subscribe to the Patriot Act channel now to stay up to date with episode clips and original content from Hasan and the Patriot Act team.About NetflixNetflix is the world's leading internet entertainment service with over 151 million paid memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.Connect with Patriot Act with Hasan Minhaj Online:Visit Patriot Act with Hasan Minhaj WEBSITE: https://bit.ly/2JbZISSLike Patriot Act with Hasan Minhaj on FACEBOOK: https://bit.ly/2R5RAWYFollow Patriot Act with Hasan Minhaj on TWITTER: https://bit.ly/2CWqPkNFollow Patriot Act with Hasan Minhaj on INSTAGRAM: https://bit.ly/2OH80Ir","Patriot Act","j_aDGFXNfyw"
"188",0,"Content Moderation And Free Speech | Patriot Act with Hasan Minhaj | Netflix","On the latest Patriot Act, Hasan Minhaj takes a look back at the formation of the world wide web and how the growth of platforms like Facebook and Twitter have created social and political issues that our outdated internet laws cannot solve.Watch Patriot Act with Hasan Minhaj on Netflix: https://www.netflix.com/title/80239931 #Netflix #PatriotAct #HasanMinhajSubscribe: https://bit.ly/2OHQXpOAbout Patriot Act with Hasan Minhaj:New episodes, new topics, every Sunday - only on Netflix. Hasan Minhaj brings an incisive and nuanced perspective to global news, politics, and culture in his unique comedy series. Subscribe to the Patriot Act channel now to stay up to date with episode clips and original content from Hasan and the Patriot Act team. About Netflix:Netflix is the world’s leading Internet television network with over 93.8 million members in over 190 countries enjoying more than 125 million hours of TV shows and movies per day, including original series, documentaries and feature films. Members can watch as much as they want, anytime, anywhere, on nearly any Internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.Connect with Patriot Act with Hasan Minhaj Online:Visit Patriot Act with Hasan Minhaj WEBSITE: https://bit.ly/2JbZISSLike Patriot Act with Hasan Minhaj on FACEBOOK: https://bit.ly/2R5RAWYFollow Patriot Act with Hasan Minhaj on TWITTER: https://bit.ly/2CWqPkNFollow Patriot Act with Hasan Minhaj on INSTAGRAM: https://bit.ly/2OH80IrContent Moderation And Free Speech | Patriot Act with Hasan Minhaj | Netflixhttps://www.youtube.com/patriotact","Patriot Act","5CQ5-NMzG8s"
"189",0,"Student Loans | Patriot Act with Hasan Minhaj | Netflix","With Americans' student debt now over $1.5 trillion, Hasan looks at how the federal government turned the Department of Education into the largest bank in America in terms of loans, and examines the department's relationship with loan servicers. These private financial companies have benefitted from Secretary of Education Betsy DeVos' hands-off regulation that has made it easy for students to become trapped in debt.Watch Patriot Act with Hasan Minhaj on Netflix: https://www.netflix.com/title/80239931 #Netflix #PatriotAct #HasanMinhajSubscribe: https://bit.ly/2OHQXpOAbout Patriot Act with Hasan Minhaj:New episodes, new topics, every Sunday - only on Netflix. Hasan Minhaj brings an incisive and nuanced perspective to global news, politics, and culture in his unique comedy series. Subscribe to the Patriot Act channel now to stay up to date with episode clips and original content from Hasan and the Patriot Act team.About Netflix:Netflix is the world’s leading Internet television network with over 93.8 million members in over 190 countries enjoying more than 125 million hours of TV shows and movies per day, including original series, documentaries and feature films. Members can watch as much as they want, anytime, anywhere, on nearly any Internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.Connect with Patriot Act with Hasan Minhaj Online:Visit Patriot Act with Hasan Minhaj WEBSITE: https://bit.ly/2JbZISSLike Patriot Act with Hasan Minhaj on FACEBOOK: https://bit.ly/2R5RAWYFollow Patriot Act with Hasan Minhaj on TWITTER: https://bit.ly/2CWqPkNFollow Patriot Act with Hasan Minhaj on INSTAGRAM: https://bit.ly/2OH80IrStudent Loans | Patriot Act with Hasan Minhaj | Netflixhttps://www.youtube.com/patriotact","Patriot Act","t0CyBv18A5k"
"190",0,"Amazon | Patriot Act with Hasan Minhaj | Netflix","On the latest Patriot Act, Hasan Minhaj dissects Amazon.com and the arguably questionable business practices it has used to grow from an e-bookstore into a powerful, multi-faceted corporation that controls a huge chunk of the online cloud. Hasan also examines whether our current antitrust laws might need an overhaul for the digital age.Watch Patriot Act with Hasan Minhaj on Netflix: https://www.netflix.com/title/80239931 #Netflix #PatriotAct #HasanMinhajSubscribe: https://bit.ly/2OHQXpOAbout Patriot Act with Hasan Minhaj:New episodes, new topics, every Sunday - only on Netflix. Hasan Minhaj brings an incisive and nuanced perspective to global news, politics, and culture in his unique comedy series. Subscribe to the Patriot Act channel now to stay up to date with episode clips and original content from Hasan and the Patriot Act team. About Netflix:Netflix is the world’s leading Internet television network with over 93.8 million members in over 190 countries enjoying more than 125 million hours of TV shows and movies per day, including original series, documentaries and feature films. Members can watch as much as they want, anytime, anywhere, on nearly any Internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.Connect with Patriot Act with Hasan Minhaj Online:Visit Patriot Act with Hasan Minhaj WEBSITE: https://bit.ly/2JbZISSLike Patriot Act with Hasan Minhaj on FACEBOOK: https://bit.ly/2R5RAWYFollow Patriot Act with Hasan Minhaj on TWITTER: https://bit.ly/2CWqPkNFollow Patriot Act with Hasan Minhaj on INSTAGRAM: https://bit.ly/2OH80IrAmazon | Patriot Act with Hasan Minhaj | Netflixhttps://www.youtube.com/patriotact","Patriot Act","5maXvZ5fyQY"
"191",0,"The News Industry Is Being Destroyed | Patriot Act with Hasan Minhaj | Netflix","In the face of layoffs, the coronavirus, and private equity firms like Alden Capital trying to strip it for parts, the news industry is on the verge of collapse. Hasan showcases the important work of local newspapers and why we need them now more than ever.Watch Patriot Act with Hasan Minhaj on Netflix:https://www.netflix.com/title/80239931#Netflix #PatriotAct #HasanMinhajSubscribe: https://bit.ly/2OHQXpOAbout Patriot Act with Hasan Minhaj:New episodes, new topics, every Sunday - only on Netflix. Hasan Minhaj brings an incisive and nuanced perspective to global news, politics, and culture in his unique comedy series. Subscribe to the Patriot Act channel now to stay up to date with episode clips and original content from Hasan and the Patriot Act team.About Netflix:Netflix is the world's leading streaming entertainment service with 183 million paid memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.Connect with Patriot Act with Hasan Minhaj Online:Visit Patriot Act with Hasan Minhaj WEBSITE: https://bit.ly/2JbZISSLike Patriot Act with Hasan Minhaj on FACEBOOK: https://bit.ly/2R5RAWYFollow Patriot Act with Hasan Minhaj on TWITTER: https://bit.ly/2CWqPkNFollow Patriot Act with Hasan Minhaj on INSTAGRAM: https://bit.ly/2OH80Ir","Patriot Act","icNirsV1rLA"
"192",0,"The Broken Policing System | Patriot Act with Hasan Minhaj | Netflix","2014 was a turning point in the national conversation around police violence after the killings of Michael Brown, Laquan Mcdonald, and Eric Garner. Five years later, Hasan examines the systems in place that protect and sometimes incentivize police misconduct in America.Watch Patriot Act with Hasan Minhaj on Netflix: https://www.netflix.com/title/80239931 #Netflix #PatriotAct #HasanMinhajSubscribe: https://bit.ly/2OHQXpOAbout Patriot Act with Hasan Minhaj:New episodes, new topics, every Sunday - only on Netflix. Hasan Minhaj brings an incisive and nuanced perspective to global news, politics, and culture in his unique comedy series. Subscribe to the Patriot Act channel now to stay up to date with episode clips and original content from Hasan and the Patriot Act team.About NetflixNetflix is the world's leading internet entertainment service with over 151 million paid memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.Connect with Patriot Act with Hasan Minhaj Online:Visit Patriot Act with Hasan Minhaj WEBSITE: https://bit.ly/2JbZISSLike Patriot Act with Hasan Minhaj on FACEBOOK: https://bit.ly/2R5RAWYFollow Patriot Act with Hasan Minhaj on TWITTER: https://bit.ly/2CWqPkNFollow Patriot Act with Hasan Minhaj on INSTAGRAM: https://bit.ly/2OH80Ir","Patriot Act","km4uCOAzrbM"
"193",0,"The Ugly Truth Of Fast Fashion | Patriot Act with Hasan Minhaj | Netflix","Fast fashion brands like H&M and Zara are churning out cheap, new clothes every few days, fueling us to shop more than ever before. Hasan explores how our desire to look “fresh to death” is actually killing the planet.Watch Patriot Act with Hasan Minhaj on Netflix:https://www.netflix.com/title/80239931 #Netflix #PatriotAct #HasanMinhajSubscribe: https://bit.ly/2OHQXpO About Patriot Act with Hasan Minhaj:New episodes, new topics, every Sunday - only on Netflix. Hasan Minhaj brings an incisive and nuanced perspective to global news, politics, and culture in his unique comedy series. Subscribe to the Patriot Act channel now to stay up to date with episode clips and original content from Hasan and the Patriot Act team. About NetflixNetflix is the world's leading internet entertainment service with over 151 million paid memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments. Connect with Patriot Act with Hasan Minhaj Online:Visit Patriot Act with Hasan Minhaj WEBSITE: https://bit.ly/2JbZISSLike Patriot Act with Hasan Minhaj on FACEBOOK: https://bit.ly/2R5RAWYFollow Patriot Act with Hasan Minhaj on TWITTER: https://bit.ly/2CWqPkNFollow Patriot Act with Hasan Minhaj on INSTAGRAM: https://bit.ly/2OH80Ir","Patriot Act","xGF3ObOBbac"
"194",0,"Civil Rights Under Trump | Patriot Act with Hasan Minhaj | Netflix","On the latest episode of Patriot Act, Hasan dissects the ways in which the Trump Administration has been systematically dismantling civil rights policies in America. From failures to enforce existing laws to undoing protections aimed at helping marginalized citizens, Hasan takes an in-depth look at the tactics the current administration is using to discriminate against those who need protection.Watch Patriot Act with Hasan Minhaj on Netflix: https://www.netflix.com/title/80239931 #Netflix #PatriotAct #HasanMinhajSubscribe: https://bit.ly/2OHQXpOAbout Patriot Act with Hasan Minhaj:New episodes, new topics, every Sunday - only on Netflix. Hasan Minhaj brings an incisive and nuanced perspective to global news, politics, and culture in his unique comedy series. Subscribe to the Patriot Act channel now to stay up to date with episode clips and original content from Hasan and the Patriot Act team.About Netflix:Netflix is the world’s leading Internet television network with over 93.8 million members in over 190 countries enjoying more than 125 million hours of TV shows and movies per day, including original series, documentaries and feature films. Members can watch as much as they want, anytime, anywhere, on nearly any Internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.Connect with Patriot Act with Hasan Minhaj Online:Visit Patriot Act with Hasan Minhaj WEBSITE: https://bit.ly/2JbZISSLike Patriot Act with Hasan Minhaj on FACEBOOK: https://bit.ly/2R5RAWYFollow Patriot Act with Hasan Minhaj on TWITTER: https://bit.ly/2CWqPkNFollow Patriot Act with Hasan Minhaj on INSTAGRAM: https://bit.ly/2OH80IrCivil Rights Under Trump | Patriot Act with Hasan Minhaj | Netflixhttps://www.youtube.com/patriotact","Patriot Act","uKXIvfQnYEY"
"195",0,"Saudi Arabia + Censorship In China | Patriot Act with Hasan Minhaj | Netflix","On the first new episode of Patriot Act in 2019, Hasan addresses the government of Saudi Arabia's legal demand to take down an episode of the show in that country, and turns his focus to another country with restrictive censorship laws: China. But by using the Internet, Chinese activists are making their voices heard and a determined #MeToo movement may be creating lasting change.Watch Patriot Act with Hasan Minhaj on Netflix: https://www.netflix.com/title/80239931 #Netflix #PatriotAct #HasanMinhajSubscribe: https://bit.ly/2OHQXpOAbout Patriot Act with Hasan Minhaj:New episodes, new topics, every Sunday - only on Netflix. Hasan Minhaj brings an incisive and nuanced perspective to global news, politics, and culture in his unique comedy series. Subscribe to the Patriot Act channel now to stay up to date with episode clips and original content from Hasan and the Patriot Act team.About Netflix:Netflix is the world’s leading Internet television network with over 93.8 million members in over 190 countries enjoying more than 125 million hours of TV shows and movies per day, including original series, documentaries and feature films. Members can watch as much as they want, anytime, anywhere, on nearly any Internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.Connect with Patriot Act with Hasan Minhaj Online:Visit Patriot Act with Hasan Minhaj WEBSITE: https://bit.ly/2JbZISSLike Patriot Act with Hasan Minhaj on FACEBOOK: https://bit.ly/2R5RAWYFollow Patriot Act with Hasan Minhaj on TWITTER: https://bit.ly/2CWqPkNFollow Patriot Act with Hasan Minhaj on INSTAGRAM: https://bit.ly/2OH80IrSaudi Arabia + Censorship In China | Patriot Act with Hasan Minhaj | Netflixhttps://www.youtube.com/patriotact","Patriot Act","Ad-YqwhUsTE"
"196",1,"A Reagan Forum with Judge Jeanine Pirro — 09/05/2018","Get the story the Fake News media doesn't want you to hear in the #1 New York Times bestseller: a withering indictment of the Deep State plot against Trump and a firsthand account of the real presidency, based on interviews with the Trump family and top administration officials.At this point in American history, we are the victims of a liberal sabotage of the presidency unlike anything we've ever witnessed. Nevertheless President Trump continues to fight every day to keep his promise to Make America Great Again. Today that bold idea has already led to a conservative judge on the Supreme Court, tax reform, and deregulation that has unleashed an economy stronger than anyone could have imagined.But there are dark forces that seek to obstruct and undermine the president and reverse the results of the 2016 presidential election. They are part of a wide-ranging conspiracy that would seem incredible if it weren't being perpetrated openly. Driven by ambition, blinded by greed, and bound by a common goal-to unseat the 45th President of the United States-this cabal is determined to maintain its wrongful hold on national political power.Jeanine Pirro is a highly respected judge, former district attorney, elected politician, sought-after legal commentator, author, and champion of women's rights. Pirro is the host of Justice with Judge Jeanine and for three years hosted Judge Jeanine Pirro, for which she won an Emmy. She also appears regularly as a legal analyst and judicial commentator on Today, Good Morning America, The Early Show, 60 Minutes, CNN, and the Fox News Channel. In 1990, she became the first elected female judge to sit on the Westchester County court bench. In 1993, Judge Pirro was also elected district attorney of Westchester County, once again setting a precedent as the first female to hold that position.  For more information, please call 805-522-2977.  For more information on the ongoing works of President Reagan's Foundation, please visit http://www.reaganfoundation.orgFor more information on donations, visit https://www.reaganfoundation.org/supp...Like us on Facebook: https://www.facebook.com/RonaldReagan/Follow us on Twitter: https://twitter.com/ronaldreagan40 Follow us on Medium: https://medium.com/@reaganfoundationFollow us on Tumblr:  http://ronaldreagan40.tumblr.com/Check us out on Pinterest: https://www.pinterest.com/RonaldReaga...","ReaganFoundation","NXV4ABRnAbU"
"197",1,"1980 Presidential Candidate Debate: Governor Ronald Reagan and President Jimmy Carter - 10/28/80","The full-length 1980 Presidential Candidate Debate between Governor Ronald Reagan and President Jimmy Carter on 10/28/80.For more information on the ongoing works of President Reagan's Foundation, visit us at http://www.reaganfoundation.org","ReaganFoundation","_8YxFc_1b_0"
"198",1,"Caught on bodycam: FBI agent chasing Florida corruption complaint ends up locked in patrol car","An FBI agent investigating alleged police corruption in Franklin County ended up locked in a deputy's patrol car. He left the scene in an ambulance.","Tallahasee Democrat","3C4qbIOhLgw"
"199",1,"Police release new footage of George Floyd arrest","Minneapolis Park Police has released new body cam officer footage from the day George Floyd was detained.The video is heavily redacted with little audio and is filmed after Mr Floyd was already detained by officers.The officer with the body cam is monitoring a vehicle opposite to where Mr Floyd was arrested.Minneapolis Park Police says he not involved with the actions that led to Mr Floyd’s death.“Based on a review of the body worn camera footage, which is being released to demonstrate the vantage point of the Park Police officer, the Park Police officer was not in a location to witness or intervene in the Minneapolis Police Department (MPD) incident,” the Minneapolis Park Police said in a statement.Get the latest headlines: https://www.telegraph.co.uk/Telegraph.co.uk and YouTube.com/TelegraphTV are websites of The Telegraph, the UK's best-selling quality daily newspaper providing news and analysis on UK and world events, business, sport, lifestyle and culture.","The Daily Telegraph","UyUtGpSe_hQ"
"200",0,"Trevor Noah interview: ‘My grandmother was always afraid to hit me’","The Daily Show’s Trevor Noah discusses his new book, Born a Crime, with an audience of Guardian Members and tells anecdotes of his childhood growing up ‘coloured’ in South Africa.Subscribe to Guardian Membership ► http://bit.ly/subgdnmembersNoah recalls important life lessons he was taught by his mother, who he says is the real hero of his story.Become a Guardian member ► https://membership.theguardian.com?CM...Guardian Membership ► http://bit.ly/membeshipgdnFind out about Guardian events ► https://membership.theguardian.com/ev...Playlists The Whole Picture ► https://www.youtube.com/playlist?list...Highlights ► https://www.youtube.com/playlist?list...The Observer Festival of Ideas ► https://www.youtube.com/playlist?list...The Guardian on YouTube:The Guardian ► https://www.youtube.com/user/theguardianGuardian Football ► https://www.youtube.com/user/guardian...Guardian Music ► https://www.youtube.com/user/guardian...Guardian Tech ► https://www.youtube.com/user/gdntechGuardian Food ► https://www.youtube.com/user/Guardian...Guardian Culture ► https://www.youtube.com/user/Guardian...","The Guardian","YHSXHTtfRsQ"
"201",0,"Trevor Noah interview for Guardian Live – full video","Comedian Trevor Noah discusses his new book, Born a Crime, at Central Hall Westminster for Guardian Live. Noah shares anecdotes on family, religion, growing up ‘coloured’ in apartheid South Africa and becoming host of The Daily Show.Subscribe to Guardian Membership ► http://bit.ly/subgdnmembersBecome a Guardian member ► https://membership.theguardian.com?CM...Guardian Membership ► http://bit.ly/membeshipgdnFind out about Guardian events ► https://membership.theguardian.com/ev...Playlists The Whole Picture ► https://www.youtube.com/playlist?list...Highlights ► https://www.youtube.com/playlist?list...The Observer Festival of Ideas ► https://www.youtube.com/playlist?list...The Guardian on YouTube:The Guardian ► https://www.youtube.com/user/theguardianGuardian Football ► https://www.youtube.com/user/guardian...Guardian Music ► https://www.youtube.com/user/guardian...Guardian Tech ► https://www.youtube.com/user/gdntechGuardian Food ► https://www.youtube.com/user/Guardian...Guardian Culture ► https://www.youtube.com/user/Guardian...","The Guardian","_hfMNTnBM4I"
"202",0,"Jack Bogle on Index Funds, Vanguard, and Investing Advice","Jack Bogle transformed the investment management industry. Over a career lasting nearly half a century, Bogle was a crusader for individual investors, working to bring the interests of asset managers in line with those of their investment clients. In 1975, Bogle founded the Vanguard Group, structuring the business as a mutual company, meaning that Vanguard is owned by the funds it manages and, as a result, the funds' investors. A year later, Bogle and Vanguard introduced the first ever index mutual fund available to the general public, aiming to track the performance of the broader market while charging the lowest fees possible. At first, many in the investment industry snickered at Vanguard's new index funds, but over time Bogle's idea took hold. While maintaining some of the lowest fees in the business, Vanguard has grown its assets under management from $1.8 billion at its founding to $5.3 trillion as of September 30, 2018, making Vanguard the second largest asset manager in the world.Despite Vanguard's incredible success, Bogle didn't become fantastically rich. Instead, Jack passed on as much savings as possible to Vanguard investors, bringing fees for his funds to razor-thin levels (and dragging the rest of the fund market with him). As a result, Bogle helped all investors get better returns on their retirement savings, drastically reducing underperformance caused by high management fees. As Bogle said in 2012, ""My ideas are very simple. In investing, you get what you don't pay for.""All investors are indebted to Jack Bogle for his efforts over 40+ years to make the investment industry better serve the interests of individuals. As we remember Bogle's life and his contributions, we hope you'll enjoy this conversation between Bogle and Motley Fool Motley Fool CEO Tom Gardner recorded in 2016.------------------------------------------------------------------------Subscribe to The Motley Fool's YouTube Channel: http://www.youtube.com/TheMotleyFoolOr, follow our Google+ page:https://plus.google.com/+MotleyFool/p...Inside The Motley Fool: Check out our Culture Blog!http://culture.fool.comJoin our Facebook community:https://www.facebook.com/themotleyfoolFollow The Motley Fool on Twitter:https://twitter.com/themotleyfool","The Motley Fool","MLgn_kVKjCE"
"203",0,"Armed group met by counter-protesters in Raleigh","An armed group, among them ReOpenNC organizer Adam Smith, was met by counter-protesters in Raleigh, NC, on Saturday, May 16. The group argued with police over open-carry laws regarding protest, then police told counter-protesters to keep their distance.Video by Julia Wall / The News & ObserverRead more: https://www.newsobserver.com/news/loc... More from The News & Observer:Subscribe: https://bit.ly/2PqkZ1q Twitter: https://twitter.com/newsobserver Facebook: https://www.facebook.com/newsandobserver Website: https://www.newsobserver.com/ Digital news subscription: http://bit.ly/2OtBg1Q","The News & Observer","unBVZY9pkuk"
"204",0,"Armed group gathers and walks through downtown Raleigh","A small group of mostly armed people gathered at the entrance to Oakwood Cemetery on Friday morning, May 1, 2020. Around noon, some joined another group to walk through downtown Raleigh carrying their weapons as police guarded some state property.Video by Julia Wall / The News & ObserverRead more: https://www.newsobserver.com/news/loc... More from The News & Observer:Subscribe: https://bit.ly/2PqkZ1q Twitter: https://twitter.com/newsobserver Facebook: https://www.facebook.com/newsandobserver Website: https://www.newsobserver.com/ Digital news subscription: http://bit.ly/2OtBg1Q","The News & Observer","iNGX0IW45gA"
"205",0,"John Oliver and Ali Velshi on the rigor of laughter in these crazy political times","HBO's Last Week Tonight host John Oliver and MSNBC's Ali Velshi talk about the importance of humor in turbulent political times and the work Oliver and his team do behind the scenes of his multi-award-winning talk show. On his show, Oliver covers news, politics, and current events. He has won two Peabody Awards and is accredited with the “John Oliver Effect,” a title given to the actions and attention his show brings in the political world.","The Philadelphia Citizen","9Z-xIgcjOYA"
"206",1,"Chris Hedges 'America: The Farewell Tour' | Town Hall Seattle","How do we keep ourselves from losing faith in our country? Pulitzer Prize­-winning reporter Chris Hedges takes Town Hall’s stage for a provocative examination of America in crisis—in the form of his book 'America: The Farewell Tour'. America, says Hedges, is convulsed by an array of pathologies that have arisen out of a profound malaise of hopelessness. These have resulted in an epidemic of diseases of despair and a civil society that has ceased to function. Hedges asserts that the opioid crisis, the rise of magical thinking, the celebration of sadism, and a host of other ills are the physical manifestations of a society ravaged by corporate pillage and a failed democracy. Join Hedges for a sobering discussion of the changing landscape of our country—and a poignant cry from communities across America that seeks to jolt us out of complacency while there is still time.Chris Hedges is a Pulitzer Prize-winning journalist and former foreign correspondent for fifteen years for The New York Times where he served as the Middle East Bureau Chief and Balkan Bureau Chief. He previously worked overseas for The Dallas Morning News, The Christian Science Monitor, and NPR. He writes a weekly column for the online magazine Truthdig out of Los Angeles and is host of the Emmy Award­–winning RT America show “On Contact.” He is the author of the bestsellers American Fascists, Days of Destruction­, Days of Revolt, and was a National Book Critics Circle finalist for War Is a Force That Gives Us Meaning.Presented by Town Hall Seattle and Seattle University.","Town Hall Seattle","ExCm6yA6jt4"
"207",0,"The Minneapolis Family Protecting Their Property From Looters — and Police","This family started the night thinking they’d need to defend their store from those looking to destroy it, and ended up retreating inside to hide from armed cops firing projectiles at will. They let VICE News in. Subscribe to VICE News here: http://bit.ly/Subscribe-to-VICE-NewsCheck out VICE News for more: http://vicenews.comFollow VICE News here:Facebook: https://www.facebook.com/vicenewsTwitter: https://twitter.com/vicenewsTumblr: http://vicenews.tumblr.com/Instagram: http://instagram.com/vicenewsMore videos from the VICE network: https://www.fb.com/vicevideo","Vice News","46qWpv-yFE8"
"208",0,"Armed jewelry store owner scares off would-be looters","Juan Romero says he didn’t think twice before confronting three looters while holding on to his weapon. He said he’s been broken into at least five times since he first started Azteca Jewelry back in 1977.","WGN News","-aDMP4tFkiM"
"209",0,"After nights of violence in Minneapolis, locals take up arms to defend their community","In the aftermath of George Floyd's death, a neighborhood group in north Minneapolis, backed by the local NAACP chapter, is patrolling the streets to prevent fires and looting at local businesses. Read more: https://wapo.st/300prYR. SPECIAL OFFER: To thank you for your support, here’s a deal on a Washington Post digital subscription: $29 for one year http://washingtonpost.com/youtubeoffer.Subscribe to The Washington Post on YouTube: https://wapo.st/2QOdcqKFollow us:Twitter: https://twitter.com/washingtonpostInstagram: https://www.instagram.com/washingtonp...Facebook: https://www.facebook.com/washingtonpost/","Washington Post","ovtLTPrB2MA"
