title,genre,views,likes,dislikes,description,duration,datePublished,uploadDate,key,channel,channel_url,channel_id,recommendations,id
The 14-Year-Old Cheerleader Who Murdered Her Ex-Boyfriend | The Oprah Winfrey Show | OWN,Entertainment,1177297,"11,664",587,"Phyllis was a popular cheerleader in school who was once a straight-A student. That was before she lured her ex-boyfriend into the woods so that her new boyfriend could murder him, set his body on fire and dump it in a river. In 1992, Phyllis shared her story with Oprah, while serving time for that crime at a prison in Georgia. For more on #oprahwinfreyshow, visit WatchOWN.tv/TOWSFind OWN on TV at http://www.oprah.com/FindOWN#OWNTV #oprahwinfreyshow #OprahwinfreySUBSCRIBE: http://bit.ly/1vqD1PNDownload the Watch OWN App: http://bit.ly/2hr1nX2About OWN:Oprah Winfrey Network is the first and only network named for, and inspired by, a single iconic leader.  Oprah Winfrey's heart and creative instincts inform the brand -- and the magnetism of the channel.Winfrey provides leadership in programming and attracts superstar talent to join her in primetime, building a global community of like-minded viewers and leading that community to connect on social media and beyond.  OWN is a singular destination on cable.  Depth with edge. Heart. Star power. Connection.  And endless possibilities.Discover OWN TV:Find OWN on your TV!: http://bit.ly/1wJ0ugIOur Fantastic Lineup: http://bit.ly/1qMi2jEConnect with OWN Online:Visit the OWN WEBSITE: http://bit.ly/1qMi2jELike OWN on FACEBOOK: http://on.fb.me/1AXYujpFollow OWN on TWITTER: http://bit.ly/1sJin8YFollow OWN on INSTAGRAM: http://bit.ly/LnqzMzFollow OWN on PINTEREST: http://bit.ly/2dvfPeN The 14-Year-Old Cheerleader Who Murdered Her Ex-Boyfriend | The Oprah Winfrey Show | OWNhttp://www.youtube.com/user/OWN",PT15M13S,2019-10-29,2019-10-29,113112,OWN,/channel/UCKBnlTTgEnhIXv_c4LvvyMQ,UCKBnlTTgEnhIXv_c4LvvyMQ,20,q8VTsJIsUhs
Murder in the First Degree Inside the Arias Trial HD commercial free,News & Politics,1542779,"5,828",668,"A very decent overview, especially considering the brevity of broadcast time, in the cold-blooded murder of Travis Alexander - by sociopath murderer Jodi Arias on 06/04/08.The quick gloss-over after the ever-so-competent Dr. Janeen DeMarte's testimony (which might possibly leave a casual observer who hadn't followed the trial, with a belief that her findings were possibly discredited in some way) - is just bad, though.  It was completely the opposite.  This had to do with only a brief time to wrap the last 3-4 weeks of trial up in 5 minutes.VERDICT: State of Arizona vs. Jodi Arias (for the Murder of Travis Alexander).COUNT 1: First Degree Murder (Premeditated) GUILTY: 5 jurorsCOUNT 1: Felony Murder (no votes)COUNT 1: BOTH First Degree Premeditated AND Felony Murder GUILTY: 7 JurorsJUSTICE4TRAVIS (and family) AT LAST!""If I ever hurt Travis - if I ever KILLED Travis - I would BEG FOR the Death Penalty"" ~ Jodi Arias 07-15-08""If I did that, I'd be fully ready to face the consequences...I'm all for the ten commandments - thou shalt not kill."" ~ Jodi Arias 07-15-08",PT41M55S,2013-05-12,2013-05-12,113422,whatchutalkinbout,/channel/UCpmHHQU6SnHp2HETZIQWX3w,UCpmHHQU6SnHp2HETZIQWX3w,20,A2XvzoNqUh8
A jury sentenced Mark Sievers to death,News & Politics,4051327,"30,572","2,754",After a near three hour deliberation a jury sentenced Mark Sievers to death.,PT8M36S,2019-12-10,2019-12-10,11,FOX 4 Now,/channel/UC2rLSYDm92QMytS9yIkT8UQ,UC2rLSYDm92QMytS9yIkT8UQ,20,73BP4hdGVuI
Unedited Curtis Wright testimony: Day 2,News & Politics,73362,251,40,Curtis Wright returned to the stand Friday for more questioning from the defense,PT133M49S,2019-10-18,2019-10-18,1111,FOX 4 Now,/channel/UC2rLSYDm92QMytS9yIkT8UQ,UC2rLSYDm92QMytS9yIkT8UQ,20,RriJr-HxfGQ
The Life of Hank Williams (Jerry Skinner Documentary),Entertainment,72876,"2,163",49,,PT34M54S,2020-02-10,2020-02-10,111214,Jerry Skinner,/channel/UC2QPAkWjClv_eDBWD-9izxw,UC2QPAkWjClv_eDBWD-9izxw,20,KMo9Y3xuji4
Defense's Closing: Part 1,News & Politics,78067,203,47,Part 1 of the defense's closing argument in the Casey Anthony murder trial.,PT43M56S,2011-07-03,2011-07-03,11144,WESH 2 News,/channel/UCD9nZ3qeRGbPuHJaJduiQxA,UCD9nZ3qeRGbPuHJaJduiQxA,20,muVATnlDh_8
Defense's Closing: Part 4,News & Politics,27595,71,14,Part 4 of the defense's closing argument in the Casey Anthony murder trial.,PT30M9S,2011-07-03,2011-07-03,111443,WESH 2 News,/channel/UCD9nZ3qeRGbPuHJaJduiQxA,UCD9nZ3qeRGbPuHJaJduiQxA,20,6ha_eacgw7I
Lost Highway: the story of Country Music (Episode I - Down from the Mountain),People & Blogs,1589754,"9,652",419,Description,PT49M17S,2016-07-03,2016-07-03,11123,Smithson278,/channel/UCcI2FJPkeZd3mAiLpCPeikg,UCcI2FJPkeZd3mAiLpCPeikg,20,fvhmqdWXusE
Mac Davis Tells a Story on Elvis,Music,806994,"4,726",203,Hit songwriter and recording artist Mac Davis tells a great story about going to the movies with Elvis on The Music Row Show.The Music Row Show broadcasts on the radio from Nashville's 650am WSM and is seen on television on BlueHighways TV.www.themusicrowshow.com,PT6M8S,2013-10-17,2013-10-17,11124,TheMusicRowShow,/channel/UCE33L425sALoyE9MiXT_NJw,UCE33L425sALoyE9MiXT_NJw,19,ywsuK3sRtLI
"NBC Nightly News Broadcast (Full) - June 23rd, 2020 | NBC Nightly News",News & Politics,311922,"4,210",370,"Fauci optimistic about coronavirus vaccine, but warns pandemic is far from over, reopening states see spike in coronavirus cases, especially in younger Americans, and powerful farewell at funeral for Rayshard Brooks.00:00 Intro01:30 Fauci Warns Of ‘Disturbing Surge’ Of COVID-19 In U.S.03:13 Trump Says He Wasn't Kidding Slowing Testing03:45 Fauci 'Cautiously Optimistic' About Vaccine By Year's End04:34 Texas, California Break Single-Day Coronavirus Records06:52 Trump Holds Arizona Event As State Breaks COVID Record08:59 FBI: No Federal Crime In NASCAR Noose Incident09:56 Trump Threatens Prison Time For Toppling Statues11:53 Powerful Farewell At Funeral For Rayshard Brooks16:30 Nearly 100 Workers Test Positive At Amazon Warehouse18:33 Will Protests Fuel Upset In Kentucky Primary?Watch “NBC Nightly News With Lester Holt” at 6:30 p.m. ET / 5:30 p.m. CT (or check your local listings).» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC» Watch more NBC video: http://bit.ly/MoreNBCNewsNBC News is a leading source of global news and information. Here you will find clips from NBC Nightly News, Meet The Press, and original digital videos. Subscribe to our channel for news stories, technology, politics, health, entertainment, science, business, and exclusive NBC investigations.Connect with NBC News Online!Visit NBCNews.Com: http://nbcnews.to/ReadNBCFind NBC News on Facebook: http://nbcnews.to/LikeNBCFollow NBC News on Twitter: http://nbcnews.to/FollowNBCFollow NBC News on Instagram: http://nbcnews.to/InstaNBCNBC Nightly News Broadcast (Full) - June 23rd, 2020 | NBC Nightly News",PT20M56S,2020-06-23,2020-06-23,112321,NBC News,/channel/UCeY0bbntWzzVIaj2z3QigXg,UCeY0bbntWzzVIaj2z3QigXg,20,UgVrDh7FqVM
Orphaned Children Finally Meet Their Birth Parents | From Romania with Love | HERA,Entertainment,248992,"2,585",145,"Nicky wasn't born in England. 22 years ago she was one of the Romanian orphans whose plight shocked the world. As the iron curtain fell 100s of British couples poured into Romania, eager to give these orphans a new life. But, most of these children were not in fact orphans but abandoned by their parents. Now, more than 20 years on, 3 of these children are ready to go back.Subscribe to HERA and join us as we deliver videos throughout the week on lifestyle, health and the journeys of some incredible people!Content licensed from All3Media International to Little Dot Studios. Any queries, please contact us at: owned-enquiries@littledotstudios.com#HERA #FromRomaniaWithLove #OrphanDocumentary",PT45M28S,2019-11-02,2019-11-02,11321,Hera,/channel/UCq-v1_6XaAQm_ar6Flsgwpg,UCq-v1_6XaAQm_ar6Flsgwpg,20,UniaHcbV05E
Euronews English Live,News & Politics,158916,804,86,"Subscribe to our channel: http://bit.ly/2nhQGgNHello and welcome to Euronews Live, our top stories :Europe's new outbreaks: Spain, Portugal and Germany see spike in cases as lockdowns lifted- Germany's outbreak: Authorities scramble to contain clusters where virus is spreading fast- Brazil outbreak surges: Country becomes second country to top 50,000 deaths- Back at sea: NGO groups face new challenges when rescuing incoming migrants from Libya- 'Dangerous game': French president warns Turkey's plans in Libya are ""unacceptable""Latests news : http://bit.ly/EuronewsTopStoriesFollow us on our thematic channels:NoComment: https://www.youtube.com/c/nocommenttv...Euronews Living: http://bit.ly/2sMsaDBKnowledge: https://www.youtube.com/c/euronewskno...Follow us on all platforms and on all devices: https://www.euronews.com/follow-us",PT0M0S,2020-06-19,2020-06-19,112322,euronews (in English),/channel/UCSrZ3UV4jOidv8ppoVuvW9Q,UCSrZ3UV4jOidv8ppoVuvW9Q,20,Opt0qxYxoVc
